Data da venda,Nome Produto,Categoria do produto,Valor unitário,Quantidade vendida,Nome do cliente,Faixa etária do cliente,Gênero do cliente,Localização da compra
2024-03-15 09:45:35.717462,Empada de Palmito,Salgados,9.8,3,Tiffany Anderson,18-25,Outro,Brasília
2024-07-27 17:04:56.648906,Empada de Palmito,Salgados,9.8,1,Kathryn Lester,26-35,Masculino,Paraná
2024-07-09 18:44:07.404716,Café Robusta,Cafés Especiais,10.9,3,Mrs. Felicia Castro DDS,18-25,Masculino,Brasília
2024-04-17 08:23:36.349124,Brownie,Doces,7.5,1,Samuel Suarez,26-35,Feminino,Brasília
2024-09-14 09:56:23.507708,Brownie,Doces,7.5,1,Dana Ruiz,18-25,Outro,Paraná
2024-06-11 09:28:24.227721,Chá de Camomila,Chás Artesanais,8.9,4,Edward Arroyo,46-55,Outro,Brasília
2024-04-06 04:49:44.284876,Café Arábica,Cafés Especiais,12.9,4,Amanda Jones,36-45,Masculino,São Paulo
2024-12-28 12:21:26.646819,Cookie,Doces,6.8,4,Dr. Paul Morgan,26-35,Masculino,Online
2024-02-12 03:08:01.045552,Brownie,Doces,7.5,3,Lori Hernandez,36-45,Masculino,São Paulo
2024-01-29 12:42:41.517445,Café Robusta,Cafés Especiais,10.9,2,Courtney Gonzalez,26-35,Outro,São Paulo
2024-09-22 03:42:38.362867,Chá Verde,Chás Artesanais,8.5,1,Elizabeth Holmes,36-45,Outro,Online
2024-07-04 16:04:39.291757,Chá de Camomila,Chás Artesanais,8.9,1,Jennifer Jones,26-35,Outro,São Paulo
2024-08-18 16:45:44.468883,Brownie,Doces,7.5,1,Tyler Baker,26-35,Feminino,Online
2024-10-10 11:52:43.503811,Quiche de Alho-poró,Salgados,11.0,3,Alexander Gomez,26-35,Feminino,Brasília
2024-04-24 18:19:13.504915,Chá Verde,Chás Artesanais,8.5,4,Paul Stephens,46-55,Feminino,Online
2024-06-07 22:06:13.873873,Empada de Palmito,Salgados,9.8,2,Brandon Fleming,36-45,Masculino,São Paulo
2024-10-16 15:07:30.442825,Empada de Palmito,Salgados,9.8,3,Jason Rodriguez,18-25,Outro,Online
2024-11-03 13:13:42.772865,Chá de Hibisco,Chás Artesanais,9.2,4,Brandon Smith,46-55,Feminino,Online
2024-11-16 05:49:34.716140,Chá Verde,Chás Artesanais,8.5,3,Sherry Woods,26-35,Masculino,Online
2024-08-19 20:52:35.001186,Café Orgânico,Cafés Especiais,14.5,2,Debra Bradley,26-35,Outro,Paraná
2024-02-19 00:03:12.877165,Empada de Palmito,Salgados,9.8,4,Emily Herrera,26-35,Feminino,Paraná
2024-12-10 03:07:29.268028,Café Robusta,Cafés Especiais,10.9,3,Anthony Armstrong,36-45,Feminino,Brasília
2024-04-06 08:44:31.852913,Cookie,Doces,6.8,2,Michele Smith,18-25,Masculino,São Paulo
2024-10-24 09:44:59.212164,Café Orgânico,Cafés Especiais,14.5,1,Matthew Hunt,26-35,Outro,Brasília
2024-04-13 18:50:18.420997,Café Robusta,Cafés Especiais,10.9,2,Lindsay Martinez,46-55,Feminino,Paraná
2024-11-15 14:15:18.248996,Café Orgânico,Cafés Especiais,14.5,1,Sandra Aguilar,26-35,Feminino,São Paulo
2024-11-08 00:25:56.432448,Chá de Camomila,Chás Artesanais,8.9,3,Carol Taylor,46-55,Masculino,Paraná
2024-01-02 12:42:42.687682,Chá de Hibisco,Chás Artesanais,9.2,4,Jose Crawford,26-35,Outro,São Paulo
2024-07-22 02:08:59.616462,Café Arábica,Cafés Especiais,12.9,4,Katelyn Kim,18-25,Outro,Brasília
2024-03-06 16:22:18.630771,Empada de Palmito,Salgados,9.8,3,Shirley Suarez,18-25,Feminino,Brasília
2024-04-06 08:56:04.365267,Chá de Camomila,Chás Artesanais,8.9,4,David Mcdaniel,36-45,Masculino,Paraná
2024-08-01 22:50:23.618742,Café Robusta,Cafés Especiais,10.9,4,Regina Mitchell,26-35,Outro,Paraná
2024-06-25 23:53:38.667229,Café Arábica,Cafés Especiais,12.9,1,Pamela Boyd,26-35,Outro,Online
2024-03-06 21:50:02.939169,Café Arábica,Cafés Especiais,12.9,3,Matthew Guzman,46-55,Outro,São Paulo
2024-03-25 18:08:39.307962,Café Orgânico,Cafés Especiais,14.5,2,Michael Lopez,46-55,Masculino,Paraná
2024-06-26 16:11:42.099149,Cookie,Doces,6.8,1,Megan Adams,36-45,Feminino,Paraná
2024-05-23 21:18:38.639395,Coxinha Vegana,Salgados,10.2,3,Erin Warner,26-35,Outro,Online
2024-06-24 07:46:15.131273,Empada de Palmito,Salgados,9.8,1,Richard Adams,18-25,Feminino,Paraná
2024-02-11 01:10:06.211244,Empada de Palmito,Salgados,9.8,2,Erika Maxwell,36-45,Outro,São Paulo
2024-10-02 23:29:03.964462,Coxinha Vegana,Salgados,10.2,2,James Nguyen,36-45,Feminino,Brasília
2024-12-19 11:12:13.251658,Coxinha Vegana,Salgados,10.2,3,Miss Tina Gordon,56+,Feminino,São Paulo
2024-08-29 13:41:53.650973,Empada de Palmito,Salgados,9.8,2,Stephen Davis,36-45,Outro,Paraná
2024-06-18 10:58:52.271634,Brownie,Doces,7.5,1,Heather Montes,36-45,Masculino,Brasília
2024-02-11 20:53:09.410225,Chá Verde,Chás Artesanais,8.5,2,Amanda Hardin,56+,Outro,São Paulo
2024-09-14 04:01:24.374071,Café Arábica,Cafés Especiais,12.9,1,Monica Ellis,36-45,Feminino,São Paulo
2024-06-25 15:16:22.286639,Café Robusta,Cafés Especiais,10.9,1,William Day,26-35,Outro,Paraná
2024-06-27 10:15:23.226016,Chá Verde,Chás Artesanais,8.5,2,Travis Hobbs,36-45,Outro,Online
2024-03-26 19:48:42.481221,Café Robusta,Cafés Especiais,10.9,3,Phillip Miller,18-25,Outro,Online
2024-07-04 23:42:50.922485,Empada de Palmito,Salgados,9.8,4,Barbara Hunt,36-45,Feminino,Online
2024-10-12 04:30:56.352159,Quiche de Alho-poró,Salgados,11.0,2,Michael Roberson,46-55,Outro,Brasília
2024-10-08 23:04:18.141625,Café Robusta,Cafés Especiais,10.9,1,Omar Price,18-25,Masculino,Brasília
2024-04-25 03:56:04.834444,Chá de Camomila,Chás Artesanais,8.9,1,Danielle Jones,18-25,Masculino,Online
2024-06-10 12:31:33.746379,Café Arábica,Cafés Especiais,12.9,2,Mark Moss,26-35,Masculino,Online
2024-11-29 10:17:26.609424,Chá de Camomila,Chás Artesanais,8.9,3,Christopher Jones,26-35,Feminino,Brasília
2024-09-22 23:59:09.062534,Brownie,Doces,7.5,3,Nathan Nelson,56+,Outro,Paraná
2024-10-25 15:35:43.137516,Bolo de Cenoura,Doces,9.9,1,Brittany Riley,26-35,Outro,São Paulo
2024-05-29 20:15:37.426242,Chá de Hibisco,Chás Artesanais,9.2,1,Sarah Pittman,36-45,Outro,Paraná
2024-03-01 17:41:50.425457,Cookie,Doces,6.8,3,Ariel Sandoval,18-25,Feminino,São Paulo
2024-08-16 22:53:56.089455,Chá de Camomila,Chás Artesanais,8.9,4,Beth Hall,46-55,Masculino,Paraná
2024-08-11 23:50:54.222453,Coxinha Vegana,Salgados,10.2,2,Carlos Ryan,26-35,Masculino,Paraná
2024-08-08 01:00:58.582532,Chá Verde,Chás Artesanais,8.5,1,Kyle Welch,18-25,Feminino,Paraná
2024-09-20 01:05:26.225924,Café Arábica,Cafés Especiais,12.9,1,Nancy Webb,26-35,Masculino,Brasília
2024-02-02 12:41:42.245671,Bolo de Cenoura,Doces,9.9,3,Kristin Huerta,46-55,Feminino,Brasília
2024-11-28 02:55:24.882098,Chá de Hibisco,Chás Artesanais,9.2,2,Gregory Peck,46-55,Feminino,Paraná
2024-07-20 10:34:04.605290,Bolo de Cenoura,Doces,9.9,3,Ellen Thornton,26-35,Feminino,São Paulo
2024-07-08 04:40:22.195537,Café Orgânico,Cafés Especiais,14.5,2,Shannon Ramsey,18-25,Masculino,Paraná
2024-03-13 13:51:29.411379,Chá de Hibisco,Chás Artesanais,9.2,2,April Davis,18-25,Outro,Online
2024-07-14 17:29:01.456989,Bolo de Cenoura,Doces,9.9,2,David Mcdaniel,46-55,Outro,Paraná
2024-03-24 06:56:55.113375,Coxinha Vegana,Salgados,10.2,1,Kayla Rodriguez,18-25,Masculino,São Paulo
2024-11-28 16:26:21.453880,Café Orgânico,Cafés Especiais,14.5,4,Tanner Mitchell DDS,18-25,Feminino,Brasília
2024-03-19 20:06:53.991576,Brownie,Doces,7.5,3,Michael Tran,56+,Masculino,Online
2024-12-09 02:22:12.593238,Quiche de Alho-poró,Salgados,11.0,4,Marie Thompson,26-35,Outro,Brasília
2024-01-08 03:01:23.337052,Chá de Camomila,Chás Artesanais,8.9,3,Ronald Potter,26-35,Feminino,Online
2024-02-07 13:03:29.332931,Cookie,Doces,6.8,2,Michael Stewart,26-35,Outro,Brasília
2024-06-25 14:53:44.787493,Chá Verde,Chás Artesanais,8.5,1,Brandon Brown,36-45,Feminino,São Paulo
2024-04-20 04:19:42.949831,Quiche de Alho-poró,Salgados,11.0,4,Ashley Moreno,26-35,Feminino,Brasília
2024-10-08 09:58:39.347588,Quiche de Alho-poró,Salgados,11.0,1,Laurie Goodwin,18-25,Feminino,Online
2024-04-09 11:23:58.350890,Bolo de Cenoura,Doces,9.9,3,Lisa Ramirez,18-25,Outro,São Paulo
2024-10-13 09:22:49.175144,Empada de Palmito,Salgados,9.8,1,Courtney Rodriguez,56+,Masculino,São Paulo
2024-02-17 23:33:13.673577,Empada de Palmito,Salgados,9.8,1,David Carter,18-25,Outro,Paraná
2024-04-08 20:47:58.798233,Brownie,Doces,7.5,4,Michael Brown,26-35,Feminino,Brasília
2024-01-27 08:32:16.403272,Brownie,Doces,7.5,2,Dawn Wyatt,26-35,Feminino,Online
2024-10-05 14:05:36.876504,Café Orgânico,Cafés Especiais,14.5,1,Crystal Hernandez,26-35,Outro,Brasília
2024-01-06 21:51:39.534337,Café Orgânico,Cafés Especiais,14.5,2,Derek Frazier,26-35,Outro,Online
2024-08-08 17:29:52.966923,Coxinha Vegana,Salgados,10.2,3,Eric Barker,36-45,Outro,Brasília
2024-09-25 09:31:03.495659,Café Robusta,Cafés Especiais,10.9,1,John Daniel,36-45,Outro,São Paulo
2024-03-11 15:11:02.255763,Chá Verde,Chás Artesanais,8.5,4,Daniel Murphy,26-35,Masculino,Brasília
2024-04-23 18:07:09.706716,Quiche de Alho-poró,Salgados,11.0,3,Stephen Boyer,18-25,Masculino,Paraná
2024-07-06 22:12:44.170070,Chá de Camomila,Chás Artesanais,8.9,3,Manuel Mccullough,36-45,Feminino,Paraná
2024-04-10 09:47:58.220654,Chá de Camomila,Chás Artesanais,8.9,4,Lisa Morris,56+,Outro,Brasília
2024-04-06 00:39:42.304004,Empada de Palmito,Salgados,9.8,1,Charles Hernandez,36-45,Masculino,Brasília
2024-06-21 01:12:23.440460,Chá de Camomila,Chás Artesanais,8.9,1,Megan Le,36-45,Masculino,São Paulo
2024-02-03 14:27:03.218246,Coxinha Vegana,Salgados,10.2,3,Molly Watts,36-45,Outro,Online
2024-07-23 09:51:51.656385,Chá de Camomila,Chás Artesanais,8.9,1,Patricia Anderson,46-55,Masculino,Paraná
2024-11-27 14:50:57.656722,Bolo de Cenoura,Doces,9.9,2,Kathryn Mccann,18-25,Feminino,Brasília
2024-03-30 09:35:07.325142,Coxinha Vegana,Salgados,10.2,4,Sara Johnston,56+,Masculino,Brasília
2024-06-30 21:56:42.130766,Chá de Hibisco,Chás Artesanais,9.2,2,Mary Henry,36-45,Masculino,São Paulo
2024-05-16 14:47:14.835947,Café Arábica,Cafés Especiais,12.9,1,Grace Chavez,26-35,Masculino,São Paulo
2024-02-09 04:55:42.496202,Bolo de Cenoura,Doces,9.9,3,Andrew Moreno,56+,Masculino,São Paulo
2024-12-21 15:51:14.605934,Brownie,Doces,7.5,4,Tina Hall,36-45,Masculino,Paraná
2024-03-25 02:02:37.128969,Chá de Camomila,Chás Artesanais,8.9,1,Gregory Hill,26-35,Masculino,Paraná
2024-07-24 23:08:18.367604,Chá Verde,Chás Artesanais,8.5,1,Mrs. Virginia Daniels,26-35,Feminino,Paraná
2024-05-01 17:35:45.565980,Café Robusta,Cafés Especiais,10.9,3,Nancy Stewart,36-45,Feminino,Online
2024-12-22 05:31:56.428853,Chá Verde,Chás Artesanais,8.5,3,Gregory Madden,46-55,Feminino,São Paulo
2024-03-02 18:14:16.652331,Chá de Camomila,Chás Artesanais,8.9,2,Chris Velazquez,26-35,Outro,Paraná
2024-06-27 02:36:39.057062,Chá de Hibisco,Chás Artesanais,9.2,4,Omar Price,56+,Outro,Paraná
2024-02-21 13:05:36.703730,Café Orgânico,Cafés Especiais,14.5,4,Lisa Joseph,18-25,Masculino,Online
2024-06-21 21:57:22.600995,Brownie,Doces,7.5,3,Jeffery Nelson,18-25,Outro,São Paulo
2024-07-25 02:44:32.269542,Coxinha Vegana,Salgados,10.2,2,Eric Henry Jr.,36-45,Feminino,Online
2024-10-07 13:55:54.071932,Café Robusta,Cafés Especiais,10.9,4,Rhonda Gutierrez,18-25,Feminino,Brasília
2024-04-23 04:14:48.125204,Chá de Hibisco,Chás Artesanais,9.2,3,Tracy Walker,26-35,Outro,Brasília
2024-02-24 15:53:34.078650,Chá de Hibisco,Chás Artesanais,9.2,1,Laura Hernandez,18-25,Outro,São Paulo
2024-07-25 01:18:07.207108,Café Robusta,Cafés Especiais,10.9,4,Michael Marsh,36-45,Outro,Online
2024-01-03 05:50:21.760725,Empada de Palmito,Salgados,9.8,2,Timothy Andrews,18-25,Outro,Paraná
2024-10-02 07:00:27.995988,Cookie,Doces,6.8,2,Robert Thompson,26-35,Masculino,São Paulo
2024-07-18 14:01:44.433163,Café Robusta,Cafés Especiais,10.9,2,Michael Blair,46-55,Outro,Online
2024-08-25 15:12:55.252202,Café Arábica,Cafés Especiais,12.9,1,Traci Vincent,18-25,Feminino,São Paulo
2024-09-15 17:29:28.198417,Chá Verde,Chás Artesanais,8.5,4,Kevin Johnson,26-35,Masculino,Brasília
2024-11-09 17:09:36.598535,Brownie,Doces,7.5,4,Katherine White,26-35,Feminino,São Paulo
2024-01-30 02:14:41.043968,Coxinha Vegana,Salgados,10.2,1,Brandon Mitchell,18-25,Masculino,Paraná
2024-09-12 10:42:51.298502,Brownie,Doces,7.5,4,Anthony Moore,18-25,Masculino,Online
2024-10-03 12:20:51.347090,Café Orgânico,Cafés Especiais,14.5,1,Brian Fitzgerald,18-25,Outro,Paraná
2024-09-30 08:13:03.521367,Café Robusta,Cafés Especiais,10.9,1,Brett Burns,26-35,Feminino,Online
2024-06-08 02:54:27.504305,Chá de Hibisco,Chás Artesanais,9.2,1,Dale Wright,26-35,Feminino,São Paulo
2024-01-15 05:47:43.416956,Café Robusta,Cafés Especiais,10.9,2,Diane Evans,26-35,Masculino,Online
2024-03-03 23:54:14.812760,Cookie,Doces,6.8,4,Donald Flores,36-45,Feminino,Online
2024-06-26 21:13:28.889176,Café Robusta,Cafés Especiais,10.9,1,Matthew Davis MD,36-45,Outro,Brasília
2024-07-18 04:15:52.146146,Chá de Camomila,Chás Artesanais,8.9,4,Tracy Burke,46-55,Feminino,Paraná
2024-04-18 06:02:22.831488,Bolo de Cenoura,Doces,9.9,2,John Lowe,18-25,Outro,Online
2024-04-17 01:31:03.325255,Café Orgânico,Cafés Especiais,14.5,1,Richard Cooper,18-25,Masculino,Brasília
2024-09-03 04:20:35.619010,Chá de Hibisco,Chás Artesanais,9.2,3,Nathan Nelson,18-25,Feminino,São Paulo
2024-08-12 14:52:49.741268,Coxinha Vegana,Salgados,10.2,2,Denise Martinez,26-35,Outro,Online
2024-08-25 05:45:52.150767,Café Robusta,Cafés Especiais,10.9,3,Lauren Cunningham,56+,Masculino,São Paulo
2024-07-09 15:21:07.257380,Quiche de Alho-poró,Salgados,11.0,4,Lisa Evans,46-55,Feminino,Brasília
2024-08-12 04:43:49.433861,Bolo de Cenoura,Doces,9.9,4,Jacob Duran,18-25,Feminino,Brasília
2024-07-08 17:56:02.987169,Chá de Hibisco,Chás Artesanais,9.2,2,Diane Evans,36-45,Feminino,Online
2024-06-17 07:29:52.474377,Café Robusta,Cafés Especiais,10.9,4,Miss Kelly Dawson,56+,Feminino,Online
2024-12-04 08:10:46.471112,Café Robusta,Cafés Especiais,10.9,3,Kimberly Myers,26-35,Outro,Brasília
2024-11-07 13:01:51.587925,Quiche de Alho-poró,Salgados,11.0,1,Jessica Smith,46-55,Outro,Paraná
2024-07-10 21:16:34.279513,Brownie,Doces,7.5,1,Becky Wilson,18-25,Feminino,Online
2024-01-04 05:08:48.912257,Café Arábica,Cafés Especiais,12.9,1,Dylan Miller,26-35,Outro,Paraná
2024-02-24 05:24:48.816480,Chá de Camomila,Chás Artesanais,8.9,2,Jesse Sampson,36-45,Feminino,Online
2024-12-22 20:32:51.187523,Café Robusta,Cafés Especiais,10.9,4,Thomas Peterson,18-25,Feminino,Online
2024-03-09 20:48:53.074943,Brownie,Doces,7.5,3,Brittany Riley,36-45,Feminino,Paraná
2024-07-15 06:14:14.988086,Empada de Palmito,Salgados,9.8,4,John Austin,26-35,Masculino,Paraná
2024-01-23 14:55:17.118771,Chá de Hibisco,Chás Artesanais,9.2,4,Jerry Peters,26-35,Feminino,Paraná
2024-02-27 03:58:00.090258,Bolo de Cenoura,Doces,9.9,4,Brittney Phillips,36-45,Feminino,Brasília
2024-07-23 22:31:25.517032,Coxinha Vegana,Salgados,10.2,1,Christian Leblanc,18-25,Masculino,São Paulo
2024-08-17 07:55:00.119195,Chá de Camomila,Chás Artesanais,8.9,3,Kathryn Lester,26-35,Feminino,Paraná
2024-04-10 05:33:45.265907,Quiche de Alho-poró,Salgados,11.0,3,Ian Torres,18-25,Outro,Online
2024-11-12 06:52:18.254383,Café Arábica,Cafés Especiais,12.9,4,Nathaniel Lee,26-35,Masculino,Brasília
2024-04-21 06:15:17.657890,Quiche de Alho-poró,Salgados,11.0,1,Timothy Clark,18-25,Outro,Paraná
2024-05-27 14:09:17.221398,Empada de Palmito,Salgados,9.8,1,Philip Cannon,18-25,Outro,Paraná
2024-07-16 23:19:03.521282,Café Robusta,Cafés Especiais,10.9,3,Joseph Watson,18-25,Masculino,Paraná
2024-01-29 07:39:26.436428,Bolo de Cenoura,Doces,9.9,1,Lindsay Smith,26-35,Masculino,Brasília
2024-09-23 22:18:11.107020,Bolo de Cenoura,Doces,9.9,1,Courtney Chapman,18-25,Feminino,Paraná
2024-04-05 03:51:16.069291,Chá de Hibisco,Chás Artesanais,9.2,1,Steve Rivera,36-45,Outro,Online
2024-10-17 18:44:36.139856,Chá de Camomila,Chás Artesanais,8.9,2,Denise Martinez,26-35,Feminino,São Paulo
2024-10-06 14:25:29.091903,Café Robusta,Cafés Especiais,10.9,4,Aaron Moore,18-25,Feminino,Online
2024-10-08 17:26:52.174619,Brownie,Doces,7.5,3,Cynthia Vang,18-25,Outro,Paraná
2024-04-11 16:09:47.798822,Chá Verde,Chás Artesanais,8.5,3,Christopher Marsh,26-35,Outro,Online
2024-11-14 05:29:01.738249,Quiche de Alho-poró,Salgados,11.0,2,Lisa Haley,26-35,Feminino,Online
2024-06-21 17:43:44.933234,Café Robusta,Cafés Especiais,10.9,4,Alicia Li,26-35,Feminino,São Paulo
2024-10-12 16:21:05.876754,Quiche de Alho-poró,Salgados,11.0,3,Olivia Ayers,18-25,Outro,São Paulo
2024-02-03 00:52:40.775783,Empada de Palmito,Salgados,9.8,1,Monica Ellis,18-25,Outro,Brasília
2024-02-23 12:26:37.246863,Quiche de Alho-poró,Salgados,11.0,3,Mr. Richard Knight PhD,18-25,Outro,Paraná
2024-11-15 21:45:40.784924,Cookie,Doces,6.8,1,Wanda Ramos,26-35,Outro,Online
2024-11-23 07:56:27.619622,Café Arábica,Cafés Especiais,12.9,2,Nancy Webb,36-45,Outro,Paraná
2024-07-05 05:08:18.377120,Empada de Palmito,Salgados,9.8,1,Crystal Allen,18-25,Feminino,Online
2024-08-30 14:56:46.270212,Chá de Hibisco,Chás Artesanais,9.2,3,Mark Dalton,26-35,Feminino,Brasília
2024-07-01 09:17:46.177552,Café Robusta,Cafés Especiais,10.9,3,Shelly Spencer,18-25,Masculino,Paraná
2024-07-23 05:07:21.546212,Chá Verde,Chás Artesanais,8.5,3,Ellen Thornton,46-55,Outro,Online
2024-05-20 08:35:11.260741,Empada de Palmito,Salgados,9.8,2,Andrew Meyers,18-25,Outro,Paraná
2024-04-23 04:51:41.328057,Cookie,Doces,6.8,2,Mr. Larry Shaw,18-25,Outro,Paraná
2024-07-12 07:03:53.139521,Coxinha Vegana,Salgados,10.2,4,Kari Lloyd,26-35,Feminino,Paraná
2024-11-03 23:16:01.952682,Coxinha Vegana,Salgados,10.2,3,Stacy Rodriguez,46-55,Feminino,Paraná
2024-12-11 14:13:22.708318,Café Orgânico,Cafés Especiais,14.5,1,Christopher Tate,26-35,Feminino,São Paulo
2024-09-16 03:55:02.563219,Café Robusta,Cafés Especiais,10.9,2,Kelly Johnson,36-45,Feminino,Online
2024-07-23 12:35:10.120060,Chá de Camomila,Chás Artesanais,8.9,3,John Daniel,36-45,Masculino,Brasília
2024-10-14 17:28:30.317559,Coxinha Vegana,Salgados,10.2,3,Tracy Grant,36-45,Masculino,Online
2024-07-22 22:03:20.047195,Café Robusta,Cafés Especiais,10.9,2,John Pierce,36-45,Outro,Online
2024-05-07 12:55:25.228632,Chá Verde,Chás Artesanais,8.5,4,Edward Jenkins,26-35,Masculino,São Paulo
2024-05-13 18:40:47.200796,Quiche de Alho-poró,Salgados,11.0,2,Mark Dalton,18-25,Masculino,Paraná
2024-09-01 02:17:12.397119,Café Arábica,Cafés Especiais,12.9,2,Mary Escobar,36-45,Feminino,São Paulo
2024-03-19 06:50:51.447411,Coxinha Vegana,Salgados,10.2,1,James Jones,18-25,Feminino,Brasília
2024-12-30 23:47:58.760672,Brownie,Doces,7.5,1,Brian Fitzgerald,26-35,Masculino,Brasília
2024-05-19 20:35:35.694246,Café Orgânico,Cafés Especiais,14.5,4,Crystal Garcia,26-35,Outro,Online
2024-09-29 09:37:06.854689,Coxinha Vegana,Salgados,10.2,3,Teresa Horton,26-35,Feminino,Brasília
2024-06-10 06:36:16.255780,Café Robusta,Cafés Especiais,10.9,2,Carla Jones,46-55,Masculino,Paraná
2024-01-03 14:16:22.457234,Quiche de Alho-poró,Salgados,11.0,4,Bailey Stewart,18-25,Feminino,Online
2024-02-04 19:50:17.932047,Coxinha Vegana,Salgados,10.2,1,Melissa Martinez,18-25,Feminino,Brasília
2024-04-02 20:43:37.489589,Chá de Hibisco,Chás Artesanais,9.2,2,Breanna Ayala,36-45,Masculino,São Paulo
2024-08-09 16:44:01.576140,Coxinha Vegana,Salgados,10.2,3,Sean Moore,18-25,Outro,Brasília
2024-04-10 06:34:19.351752,Quiche de Alho-poró,Salgados,11.0,1,Kristen Randall,46-55,Feminino,Paraná
2024-01-17 05:04:17.696861,Bolo de Cenoura,Doces,9.9,1,Keith Graham,26-35,Feminino,Paraná
2024-04-02 18:58:53.685230,Bolo de Cenoura,Doces,9.9,1,Lauren Daniels,46-55,Masculino,Paraná
2024-12-20 03:03:54.141085,Café Arábica,Cafés Especiais,12.9,4,Katherine Graham,26-35,Feminino,Paraná
2024-11-11 04:20:33.024596,Bolo de Cenoura,Doces,9.9,3,Natalie Bautista,36-45,Feminino,Online
2024-12-29 11:01:23.637128,Quiche de Alho-poró,Salgados,11.0,2,Keith Rodriguez,18-25,Outro,São Paulo
2024-06-27 13:51:54.764263,Chá de Camomila,Chás Artesanais,8.9,4,Kimberly Sharp,46-55,Feminino,São Paulo
2024-11-15 00:49:05.808819,Café Arábica,Cafés Especiais,12.9,4,Sharon Newton,26-35,Outro,Brasília
2024-10-21 20:36:35.728081,Cookie,Doces,6.8,4,Mary Ryan,26-35,Outro,Online
2024-01-11 21:26:31.055771,Quiche de Alho-poró,Salgados,11.0,1,Christopher Porter,18-25,Feminino,São Paulo
2024-02-25 14:21:10.570052,Bolo de Cenoura,Doces,9.9,3,Raymond Chapman,26-35,Feminino,São Paulo
2024-11-13 01:07:35.004863,Coxinha Vegana,Salgados,10.2,4,Brian Harris,46-55,Masculino,Brasília
2024-06-02 18:54:51.969604,Brownie,Doces,7.5,2,Robert Reese,18-25,Masculino,Paraná
2024-01-21 04:17:43.716506,Café Orgânico,Cafés Especiais,14.5,3,Kathleen Webster,26-35,Feminino,Brasília
2024-01-23 08:10:36.614011,Chá de Camomila,Chás Artesanais,8.9,2,Erica Alvarez,26-35,Masculino,Online
2024-07-17 23:10:29.283141,Café Robusta,Cafés Especiais,10.9,3,Corey Whitaker,18-25,Outro,Brasília
2024-03-11 09:32:18.299524,Café Robusta,Cafés Especiais,10.9,2,Ashley Malone,26-35,Masculino,Paraná
2024-01-07 15:15:17.366697,Chá de Camomila,Chás Artesanais,8.9,1,David Washington,36-45,Masculino,São Paulo
2024-11-05 12:00:37.769123,Coxinha Vegana,Salgados,10.2,4,Michael Evans,56+,Feminino,Paraná
2024-09-15 04:22:07.007761,Café Orgânico,Cafés Especiais,14.5,2,Scott Williams,36-45,Masculino,São Paulo
2024-08-02 18:19:18.657373,Brownie,Doces,7.5,3,Gregory Ponce,18-25,Outro,Online
2024-07-07 23:02:31.404410,Coxinha Vegana,Salgados,10.2,4,Steven Howard,46-55,Masculino,Paraná
2024-05-27 13:54:37.067910,Café Arábica,Cafés Especiais,12.9,4,David Rodriguez,18-25,Masculino,Online
2024-09-01 23:31:47.941952,Chá Verde,Chás Artesanais,8.5,3,Mary Nelson,36-45,Outro,Online
2024-10-28 06:13:43.515992,Bolo de Cenoura,Doces,9.9,2,Carla Gray,36-45,Masculino,Online
2024-09-23 17:37:54.715183,Chá de Camomila,Chás Artesanais,8.9,1,Christopher Rivera,36-45,Feminino,Brasília
2024-06-10 21:53:02.471661,Cookie,Doces,6.8,1,Brittany Stevens,26-35,Outro,São Paulo
2024-03-13 18:47:36.108534,Bolo de Cenoura,Doces,9.9,2,Karen Johnson,26-35,Outro,Paraná
2024-03-04 04:31:01.695060,Bolo de Cenoura,Doces,9.9,4,Michelle Ho,26-35,Outro,Paraná
2024-11-01 01:51:35.914292,Coxinha Vegana,Salgados,10.2,4,Lisa Brown,56+,Feminino,Brasília
2024-04-09 20:20:16.553620,Bolo de Cenoura,Doces,9.9,4,Tom Foster,26-35,Masculino,Brasília
2024-05-04 09:40:20.840553,Quiche de Alho-poró,Salgados,11.0,4,Colleen Wright,18-25,Feminino,Paraná
2024-09-11 08:39:10.726620,Chá Verde,Chás Artesanais,8.5,2,Kelly Hayes,18-25,Masculino,São Paulo
2024-06-17 12:02:45.702391,Bolo de Cenoura,Doces,9.9,4,Michael Miller,26-35,Outro,Online
2024-02-03 11:11:42.616155,Café Orgânico,Cafés Especiais,14.5,3,Elizabeth Sharp,56+,Masculino,São Paulo
2024-03-08 02:40:11.483338,Brownie,Doces,7.5,4,Robert Montgomery,46-55,Masculino,São Paulo
2024-12-18 17:02:51.599438,Chá de Hibisco,Chás Artesanais,9.2,1,Kaitlyn Valdez,26-35,Feminino,Online
2024-10-14 07:25:59.941372,Brownie,Doces,7.5,4,Gregory Wallace,26-35,Feminino,Paraná
2024-05-16 08:47:49.102229,Chá de Hibisco,Chás Artesanais,9.2,2,Jennifer Hernandez,36-45,Outro,Paraná
2024-09-21 18:40:04.970699,Empada de Palmito,Salgados,9.8,1,Sandra Becker,36-45,Feminino,Brasília
2024-11-01 20:22:29.308606,Coxinha Vegana,Salgados,10.2,2,Eric Cox,26-35,Outro,São Paulo
2024-11-25 16:15:06.288707,Empada de Palmito,Salgados,9.8,2,Brittany Farmer,46-55,Masculino,São Paulo
